wwf_row_id,seafood_category,main_common_name,secondary_common_name,scientific_name,sustainability_rating,origin,production_method_final,certification,alternatives_under_wwf_malaysia_improvement_project,source_pdf_page,canonical_fish_id,fish_type,description,context
53,Fish,Selar Kuning,Yellowtail Scad,Selaroides leptolepis,Avoid,Malaysia,Demersal gillnets (Wild caught),,,2,,Marine pelagic fish,A small yellow-tailed scad associated with tropical coastal waters and commonly caught in nearshore fisheries.,"WWF calls this a very data-deficient fishery: the species' biology and vulnerability to fishing mortality cannot be properly assessed. Given widespread overfishing in the Indo-Pacific and specifically Malaysia and Indonesia, the guide considers stocks likely to be overfished or undergoing overfishing. It also says bottom-set gillnets are non-selective and can have high impacts on endangered, threatened and protected species, supporting Avoid."
54,Fish,Siakap Merah,Mangrove Red Snapper,Lutjanus argentimaculatus,Avoid,Malaysia (Peninsular),Cage/ Pond culture (Farmed),,AIP,2,,Marine-estuarine fish,A mangrove-associated snapper that can live in estuaries and coastal waters and is valued as a food fish.,"WWF rates Siakap Merah from Peninsular Malaysia farmed using cage and pond culture as Avoid. Siakap Merah is a mangrove-associated snapper that uses estuaries and coastal habitats during its life cycle. Cage and pond aquaculture can create sustainability concerns through feed sourcing, waste discharge, disease management and interactions with surrounding coastal environments. Responsible farm management is therefore important for reducing these impacts, and WWF identifies its Aquaculture Improvement Project as an alternative for this seafood source."
55,Fish,Siakap Putih,Asian seabass / Barramundi,Lates calcarifer,Avoid,Malaysia,Pond culture (Farmed),,AIP,2,,Marine-estuarine fish,"A versatile Asian seabass found in estuaries, coastal waters and farms, known for its mild flavour and firm flesh.","WWF highlights risks in Malaysian barramundi pond farming including effects on soil fertility and salinisation of soil and water bodies. The guide also notes that some small Malaysian farms depend on trash fish, resulting in a high Fish Feed Dependency Ratio. Although pond systems can have lower disease risk than open cages, WWF still rates this record Avoid and points consumers to AIP alternatives."
56,Fish,Tamban / Sardin,Sardine,Spratelloides gracilis,Reduce,Malaysia,Purse seine (Wild caught),,,2,,Marine pelagic fish,A small schooling sardine associated with warm coastal waters and widely used as a food fish in Southeast Asia.,"WWF rates Malaysian Tamban / Sardin caught using purse seine as Reduce. Tamban / Sardin are small schooling pelagic fish that play an important role in marine food webs as prey for larger fish and other predators. Purse seines can efficiently harvest large schools and generally have limited direct seabed impact, but high fishing pressure can reduce populations and affect species that depend on them as food. Sustainable harvesting therefore requires appropriate management of fishing effort."
57,Fish,Tenggiri,Narrow-barred Spanish Mackerel,Scomberomorus commerson,Reduce,Malaysia,Hook and line (WIld caught),,,2,,Marine pelagic fish,"A large, fast-swimming mackerel with firm flesh, widely consumed in Malaysia and other tropical Asian markets.","WWF assesses the same Narrow-barred Spanish Mackerel species differently by fishing method. Hook-and-line is highly selective and has much lower bycatch and discard levels, so that record is Reduce; the gillnet record is Avoid. WWF also notes that the species is Near Threatened, stocks are not fully assessed across its range and catch data are limited. The method therefore materially affects the classification."
58,Fish,Tenggiri,Narrow-barred Spanish Mackerel,Scomberomorus commerson,Avoid,Malaysia,Gillnets (Wild caught),,,2,,Marine pelagic fish,"A large, fast-swimming mackerel with firm flesh, widely consumed in Malaysia and other tropical Asian markets.","WWF assesses the same Narrow-barred Spanish Mackerel species differently by fishing method. Hook-and-line is highly selective and has much lower bycatch and discard levels, so that record is Reduce; the gillnet record is Avoid. WWF also notes that the species is Near Threatened, stocks are not fully assessed across its range and catch data are limited. The method therefore materially affects the classification."
59,Fish,Terubok,Longtail Shad,Tenualosa macrura,Reduce,Malaysia,Gillnets (Wild caught),,,2,,Anadromous fish,"A long-bodied shad associated with coastal waters and river-influenced habitats, important in regional fisheries.","WWF rates Malaysian Terubok caught using gillnets as Reduce. Terubok is a coastal fish that migrates into estuarine and river environments for reproduction, making breeding populations particularly important to the sustainability of the fishery. Gillnets can effectively target fish but may also capture non-target species. Fishing pressure during migration and spawning periods can further affect the ability of the population to reproduce and recover."
60,Fish,Tilapia,Tilapia,Oreochromis Niloticus,Reduce,Malaysia,Cage/ Pond culture (Farmed),,,2,,Freshwater fish,"A hardy freshwater tilapia commonly farmed for its mild flavour, firm flesh and adaptable production conditions.","WWF provides two Malaysian tilapia assessments. The general Malaysian cage/pond-culture record is Reduce, while the Hulu Perak cage-culture record is Best Choice and ASC certified. The guide notes that ASC-certified tilapia is available from Tasik Temenggor, Perak. This illustrates that production location and responsible farming practices can materially change the sustainability assessment."
61,Fish,Tilapia,Tilapia,Oreochromis Niloticus,Best Choice,Malaysia (Hulu Perak),Cage Culture (Farmed),ASC,,2,,Freshwater fish,"A farmed Nile tilapia associated with freshwater culture systems and valued as an accessible, mild-flavoured food fish.","WWF provides two Malaysian tilapia assessments. The general Malaysian cage/pond-culture record is Reduce, while the Hulu Perak cage-culture record is Best Choice and ASC certified. The guide notes that ASC-certified tilapia is available from Tasik Temenggor, Perak. This illustrates that production location and responsible farming practices can materially change the sustainability assessment."
62,Fish,Tongkol,Longtail Tuna,Thunnus tonggol,Reduce,Malaysia,Purse seine (Wild caught),,,2,,Marine pelagic fish,A tropical tuna that lives in coastal and offshore waters and is widely used in Southeast Asian fisheries.,"WWF rates Malaysian Tongkol caught using purse seine as Reduce. Tongkol is a fast-swimming pelagic tuna that forms schools in tropical and subtropical waters. Purse seines can efficiently capture these schools with little direct impact on seabed habitats, but sustainability depends on maintaining appropriate fishing pressure and limiting the capture of juvenile and non-target species."
63,Fish,Tongkol Kurik,Eastern Little Tuna,Euthynnus affinis,Reduce,Malaysia,Purse seine (Wild caught),,,2,,Marine pelagic fish,"A small tropical tuna with firm flesh, commonly found in warm coastal and offshore waters.","WWF rates Malaysian Tongkol Kurik caught using purse seine as Reduce. Tongkol Kurik is a small tuna species that grows relatively quickly and forms schools in coastal and offshore waters. Purse seine fishing can efficiently target these aggregations, but large catches and the capture of juvenile or non-target fish can create sustainability concerns when fishing pressure is high. Effective management of fishing effort is therefore important for maintaining healthy stocks."
64,Fish,Tongkol Selasih,Frigate Tuna,Auxis thazard,Reduce,Malaysia,Purse seine (Wild caught),,,2,,Marine pelagic fish,"A small tuna species found in warm ocean waters, recognised by its compact body and strong swimming ability.","WWF rates Malaysian Tongkol Selasih caught using purse seine as Reduce. Tongkol Selasih is a small, fast-growing tuna found in tropical coastal and offshore waters. Its relatively rapid growth can make it more resilient than larger tuna species, but purse seine fisheries can remove large numbers of fish from schooling populations. Controlling fishing pressure and reducing juvenile and non-target catch are therefore important for the long-term sustainability of the fishery."
65,Prawn,Geragau / Belacan,Belacan Shrimp,Acetes spp.,Reduce,Malaysia (Peninsular),Bag Nets (Wild caught),,,2,,Marine crustacean,"Tiny shrimp harvested for use fresh, dried or fermented, including as an ingredient in Malaysian belacan.","WWF rates Geragau / Belacan from Peninsular Malaysia caught using bag nets as Reduce. Geragau are tiny coastal shrimps commonly harvested for use fresh, dried or fermented, including in the production of belacan. Bag nets can retain very small marine organisms and may capture juvenile fish and other non-target species together with the shrimp. Managing fishing effort and reducing unwanted catch are therefore important for maintaining the sustainability of this coastal fishery."
66,Prawn,Udang Harimau,Tiger Prawn,Penaeus monodon,Reduce,Malaysia (Peninsular),Pond culture (Farmed),,AIP,2,,Marine/farmed crustacean,A large tropical prawn widely farmed in ponds and valued for its firm flesh and distinctive striped appearance.,"WWF rates Udang Harimau from Peninsular Malaysia farmed using pond culture as Reduce. Udang Harimau is a large tropical prawn commonly raised in coastal aquaculture ponds. Pond farming can create environmental pressures through water discharge, waste accumulation, feed use, disease and changes to surrounding coastal habitats when farms are not properly managed. Responsible management of water quality, feed, disease and farm effluent is therefore important for reducing these impacts. WWF also identifies its Aquaculture Improvement Project as an alternative for improving the sustainability of this seafood source."
67,Prawn,Udang Lipan,Mantis Shrimp,Squilla spp.,Avoid,Malaysia,Trawl (Wild caught),,,3,,Marine crustacean,"A large marine crustacean with elongated limbs, living on or near the seabed and often sold whole.",WWF rates Malaysian Udang Lipan caught using trawl as Avoid. Udang Lipan are bottom-dwelling marine crustaceans that commonly live in burrows on sandy or muddy seabeds. Trawl fishing operates directly across these bottom habitats and can capture non-target fish and other marine organisms while disturbing seabed communities. The combination of bycatch and habitat disturbance creates significant sustainability concerns for this source.
68,Prawn,Udang Putih,Banana Shrimp,Penaeus merguiensis,Reduce,Malaysia,Gillnets (Wild caught),,,3,,Marine crustacean,"A tropical banana prawn found in coastal waters and estuaries, commonly harvested in Southeast Asian fisheries.","WWF rates Malaysian Udang Putih caught using gillnets as Reduce. Udang Putih are coastal prawns commonly found in shallow waters and estuaries, with these habitats providing important nursery areas during their life cycle. Gillnets can catch the target species but may also entangle non-target fish and other marine animals depending on mesh size and fishing location. Managing fishing pressure and reducing unwanted catch are therefore important for maintaining the sustainability of this fishery."
69,Prawn,Udang Putih Pasifik,White-leg Prawn,Penaeus vannamei,Reduce,Malaysia (Peninsular),Pond culture (Farmed),,AIP,3,,Marine/farmed crustacean,"A widely farmed tropical prawn with a pale body, valued for its mild flavour and dependable aquaculture performance.","WWF rates Udang Putih Pasifik from Peninsular Malaysia farmed using pond culture as Reduce. Pond farming of prawns can create environmental pressures through water discharge, waste accumulation, feed use and changes to surrounding coastal habitats when farms are not properly managed. Responsible management of water quality, feed, disease and farm effluent is therefore important for reducing these impacts. WWF also identifies its Aquaculture Improvement Project as an alternative for improving the sustainability of this seafood source."
70,Shellfish,Boston Lobster,American / Canadian Lobster,Homarus americanus,Avoid,Canada,Pots/ Traps (Wild caught),,,3,,Marine crustacean,"A cold-water lobster with large claws, associated with the northwest Atlantic and prized for its sweet meat.","WWF highlights entanglement of endangered North Atlantic right whales and interactions with other protected species such as seabirds, sea turtles, sharks, rays and marine mammals in the North Atlantic trap-and-pot fishery. Discard rates and non-ETP bycatch are low and benthic impacts are moderate to low, but the documented whale impact is serious enough to support an Avoid rating."
71,Shellfish,Kepah,Clam,Placuna placenta,Best Choice,Malaysia (Peninsular),Hand Collection,,,3,,Bivalve shellfish,A burrowing coastal clam associated with sandy and muddy intertidal areas and collected for fresh seafood.,"WWF rates Malaysian Kepah collected by hand as Best Choice. Kepah are filter-feeding clams that live buried in sandy or muddy coastal and estuarine sediments. Hand collection is a relatively selective harvesting method that produces little bycatch and generally requires no heavy fishing gear. However, maintaining appropriate harvest levels and protecting coastal habitats remain important for ensuring that natural clam populations can replenish."
72,Shellfish,Kerang,Blood Cockle,Anadara granosa,Best Choice,Malaysia (Peninsular),Bottom Culture (Farmed),,,3,,Bivalve shellfish,A filter-feeding cockle that lives in muddy coastal flats and is widely harvested and farmed in Southeast Asia.,"WWF rates Malaysian Kerang farmed using bottom culture as Best Choice. Kerang are filter-feeding shellfish commonly cultured on intertidal mudflats and obtain their food naturally by filtering plankton and organic particles from the surrounding water. This means farming generally requires no external feed, reducing pressure on wild fish resources. Responsible site selection, stocking density and water-quality management remain important for maintaining healthy shellfish beds and surrounding coastal habitats."
73,Shellfish,Kupang,Blue Mussel,Mytilus edulis,Best Choice,Norway,Hand Collection,,,3,,Bivalve shellfish,A cold-water mussel that grows on rocky shores and other firm surfaces and is widely eaten around the world.,WWF rates Kupang from Norway collected by hand as Best Choice. Kupang are filter-feeding mussels that obtain their food naturally from plankton and suspended particles in the surrounding water. Hand collection is a relatively selective harvesting method that avoids the use of mobile fishing gear and generally causes limited disturbance to seabed habitats. Maintaining appropriate harvesting levels remains important for allowing natural mussel populations to replenish.
74,Shellfish,Kupang / Siput Sudu,Green Mussel,Perna viridis,Best Choice,Malaysia,Raft culture (Farmed),,,3,,Bivalve shellfish,A tropical green-shelled mussel that grows in sheltered coastal waters and is commonly farmed on rafts.,WWF rates Malaysian Kupang / Siput Sudu farmed using raft culture as Best Choice. These mussels are filter feeders that obtain nutrients naturally from the surrounding water and therefore generally require no external feed during cultivation. Raft farming can produce seafood with relatively low pressure on wild fish stocks and limited direct seabed disturbance. Responsible site selection and farm management are still important to prevent excessive accumulation of organic material beneath farming areas.
75,Shellfish,Lala,Lala clam,Marcia marmorata,Best Choice,Malaysia,Hand Collection,,,3,,Bivalve shellfish,A coastal clam found in shallow sandy and muddy areas and collected as a common shellfish food.,"WWF rates Malaysian Lala collected by hand as Best Choice. Lala are filter-feeding clams commonly found buried in sandy or muddy coastal and estuarine habitats. Hand collection is relatively selective, produces little bycatch and avoids the use of mobile fishing gear that can cause greater seabed disturbance. Maintaining appropriate harvesting levels and protecting intertidal and estuarine habitats remain important for allowing natural populations to replenish."
76,Shellfish,Siput Retak Seribu,Carpet Clam,Paphia undulata,Reduce,Malaysia (Peninsular),Dredger (Wild caught),,,3,,Bivalve shellfish,A burrowing carpet clam associated with shallow coastal sediments and harvested in Malaysian waters.,"WWF rates Siput Retak Seribu from Peninsular Malaysia caught using dredgers as Reduce. Siput Retak Seribu is a burrowing clam that lives within sandy and muddy coastal sediments. Dredging physically disturbs the seabed while collecting shellfish and can affect other bottom-dwelling organisms and habitats. Managing dredging intensity, harvesting pressure and the condition of shellfish beds is therefore important for maintaining the sustainability of this fishery."
77,Shellfish,Tiram,Oysters,Crassostrea belcheri/ Ostrea,Best Choice,Malaysia (Peninsular),Rack/ Raft Culture (Farmed),,,3,,Bivalve shellfish,Oysters are filter-feeding bivalves commonly grown on racks or rafts in sheltered coastal waters.,"WWF rates Malaysian Tiram farmed using rack-and-raft culture as Best Choice. Tiram are filter-feeding shellfish that obtain their food naturally from plankton and suspended particles, meaning oyster farming generally requires no external feed. Rack-and-raft systems can produce seafood with relatively low pressure on wild fish resources and limited use of destructive fishing gear. Appropriate farm siting, stocking density and water-quality management remain important for reducing local environmental impacts."
78,Shellfish,Udang Karang,Mud-spiny Lobster,Panulirus polyhagus,Avoid,Malaysia (Peninsular),Trawl (Wild caught),,,3,,Marine crustacean,"A spiny lobster associated with tropical coastal and reef habitats, recognised by its long antennae and hard shell.","WWF rates Udang Karang from Peninsular Malaysia caught using trawl as Avoid. Udang Karang is a bottom-dwelling lobster associated with coastal waters and seabed habitats. Trawl fishing can capture non-target fish and other marine organisms while disturbing seabed communities where the gear contacts the bottom. Lobsters can also be vulnerable to excessive harvesting when mature breeding individuals are heavily removed, adding to the sustainability concerns associated with this source."
79,Shellfish,Udang Karang,Rock Lobster,Panulirus cygnus,Best Choice,Western Australia,Pots/ Traps (Wild caught),,,3,,Marine crustacean,"A large Western Australian rock lobster with a robust shell and long antennae, prized for its sweet meat.","WWF rates Western Australian Rock Lobster Best Choice. The guide says the pot/trap fishery is unlikely to cause significant damage to endangered, threatened and protected species, has low discard rates with discarded catch released alive, and has negligible overall ecosystem impact. Stock status is described as healthy. Traps can affect reef habitat, but WWF considers that impact generally low compared with other fishing methods."
80,Shellfish,Udang Lobok,Slipper Lobster,Thennus orientalis,Avoid,Malaysia,Trawl (Wild caught),,,3,,Marine crustacean,"A flattened lobster with broad antennae and a hard, rough body, generally associated with warm coastal waters.","WWF rates Malaysian Udang Lobok caught using trawl as Avoid. Udang Lobok are bottom-dwelling crustaceans that live on sandy and muddy seabeds. Trawling operates directly across these habitats and can capture non-target fish and other marine organisms while disturbing seabed communities. The combination of bycatch, habitat disturbance and fishing pressure creates significant sustainability concerns for this source."
81,Squid,Sotong,Mitre Squid,Uroteutis chinensis,Avoid,Malaysia,Trawl (Wild caught),,,3,,Cephalopod,"A squid with a compact body and fins, living in tropical marine waters and commonly caught by trawlers.","WWF rates Malaysian squid fisheries Avoid. The S.O.S. guide says Malaysian squid stock status is unknown because of data deficiency and identifies trawling as a common capture method. WWF describes trawls as highly detrimental because they are non-selective, prone to habitat destruction and can create bycatch of endangered, threatened and protected species. Those combined uncertainties and impacts support Avoid."
82,Squid,Sotong Biasa / Cumit-cumit,Indian Squid,Loligo duvauceli,Avoid,Malaysia,Trawl (Wild caught),,,3,,Cephalopod,"A common tropical squid with an elongated body and fins, widely used in Southeast Asian seafood dishes.","WWF rates Malaysian Sotong Biasa / Cumit-cumit caught using trawl as Avoid. This squid is a fast-growing cephalopod commonly found in coastal and shelf waters. Although squid generally have short life cycles and can reproduce relatively quickly, trawl fishing can capture non-target marine species and disturb seabed habitats where the gear contacts the bottom. These fishing-method impacts create additional sustainability concerns for this source."
83,Squid,Sotong Katak,Needle Cuttlefish,Sepia spp,Avoid,Malaysia,Trawl (Wild caught),,,3,,Cephalopod,"A cuttlefish with a broad body and internal cuttlebone, found in shallow tropical marine waters.","WWF rates Malaysian Sotong Katak caught using trawl as Avoid. Sotong Katak is a bottom-associated cuttlefish commonly found in shallow coastal waters over sandy and muddy habitats. Trawl fishing operates across these seabed environments and can capture non-target marine organisms while disturbing benthic habitats. Although cuttlefish generally have relatively short life cycles, fishing pressure and the environmental impacts associated with trawling remain important sustainability concerns."
84,Squid,Sotong Mengabang,Oval Squid,Sepioteuthis lessoniana,Reduce,Malaysia (Peninsular),Traps (Wild caught),,,3,,Cephalopod,"A larger tropical squid with broad fins along the mantle, commonly found in coastal waters and valued as seafood.","WWF rates Malaysian Sotong Mengabang caught using traps as Reduce. Sotong Mengabang is a fast-growing cephalopod commonly found in shallow coastal waters around coral reefs, seagrass beds and other structured habitats. Squid generally have short life cycles and can reproduce relatively quickly, but their populations can still be affected by high fishing pressure and changing environmental conditions. Trap fishing is relatively selective and generally has limited seabed impact, but appropriate management of fishing effort remains important for maintaining sustainable populations."
